,Provedor,Estado,Longitude,Latitude
31239,Claro,PA,-1.06361,-46.7667
31242,Claro,PA,-5.1352194444444,-49.3325
31243,Claro,PA,-0.63388,-47.65305
31244,Claro,PA,-1.2075,-47.38917
31245,Claro,PA,-1.904,-55.519333
31272,Claro,PA,-3.721108,-53.733881
31273,Claro,PA,-0.849653,-48.139529
31275,Claro,PA,-5.2127777777778,-49.043333333333
31276,Claro,PA,-5.3826,-49.135472222222
31280,Claro,PA,-3.00086,-47.35831
31365,Vivo,PA,-1.333425,-48.411891666667
31373,Vivo,PA,-1.1211555555556,-48.429394444444
31380,Vivo,PA,-1.4425,-48.47306
31415,Vivo,PA,-1.45222,-48.49639
31456,Vivo,PA,-1.3644444444444,-48.309722222222
31459,Vivo,PA,-1.5217333333333,-48.702905555556
31460,TIM,PA,-2.5553111111111,-54.721969444444
31486,Vivo,PA,-0.71083,-47.69611
31498,Vivo,PA,-1.30444,-48.04278
31511,TIM,PA,-6.11525,-50.2888
31514,TIM,PA,-6.0332388888889,-50.5812
31516,Vivo,PA,-0.86997,-52.60472
31520,TIM,PA,-1.4708305555556,-56.3792
31522,Vivo,PA,-5.37258,-49.12937
31523,Vivo,PA,-6.08389,-49.90583
31555,Claro,PA,-3.19444,-52.22028
31558,Claro,PA,-0.7361,-47.85273
31562,Claro,PA,-6.10608,-49.35272
31566,Claro,PA,-4.26659,-55.99254
31567,Claro,PA,-2.00111,-54.0725
31586,TIM,PA,-8.2650555555556,-49.265333333333
31589,TIM,PA,-0.86694444444444,-52.541111111111
31592,TIM,PA,-0.92138888888889,-52.441388888889
31601,Claro,PA,-0.90667,-47.24056
31602,Claro,PA,-1.15215,-48.13093
31603,Claro,PA,-6.08611,-49.8875
31687,Claro,PA,-6.06614,-49.8951
31701,Claro,PA,-3.8488888888889,-49.096941666667
31702,Claro,PA,-1.89211,-48.7637
31703,Claro,PA,-7.0375,-55.4166666666667
31704,Claro,PA,-8.05505,-50.0414
31707,Claro,PA,-7.31541,-50.04529
31709,Claro,PA,-2.93,-48.94917
31710,Claro,PA,-3.74722,-47.4969
31711,Claro,PA,-7.08968,-49.93632
31763,Claro,PA,-4.24696,-56.0273
31764,Claro,PA,-0.76917,-47.17333
31768,Claro,PA,-1.527528,-52.582194
31769,Claro,PA,-1.52369,-52.57208
31770,Claro,PA,-2.4327777777778,-54.73194
31814,TIM,PA,-1.286667,-47.929167
31840,Claro,PA,-6.74529,-51.15646
31842,Claro,PA,-1.98131,-48.96489
31844,Claro,PA,-1.19611,-47.18305
32101,Claro,PA,-1.4039194444444,-48.4308
32102,Claro,PA,-1.4580388888889,-48.495
32329,TIM,PA,-3.78028,-49.675417
32444,Claro,PA,-2.4434694444444,-54.7048
32451,Claro,PA,-2.24582,-49.500319444444
32452,Claro,PA,-2.5822611111111,-49.502030555556
32454,Claro,PA,-2.465,-48.74472
32457,Claro,PA,-0.63743,-47.33325
32536,Claro,PA,-2.42111111,-54.71694444
32723,TIM,PA,-1.049083,-46.770361
32737,TIM,PA,-1.3814888888889,-48.4326
32739,TIM,PA,-1.4487138888889,-48.478155555556
32740,TIM,PA,-2.51175,-56.176777777778
32770,TIM,PA,-1.3590555555556,-48.341611111111
32773,TIM,PA,-1.4000555555556,-48.440111111111
32775,TIM,PA,-1.4587777777778,-48.471805555556
32776,TIM,PA,-1.447778,-48.495278
32778,TIM,PA,-1.3588194444444,-48.371938888889
32779,TIM,PA,-2.1331611111111,-47.558427777778
32780,TIM,PA,-1.4641916666667,-48.484755555556
32988,Vivo,PA,-3.4680555555556,-51.204138888889
32989,Vivo,PA,-1.8026388888889,-50.714027777778
32990,Vivo,PA,-1.5312222222222,-49.223277777778
32991,Vivo,PA,-6.4419472222222,-48.860016666667
32992,Vivo,PA,-4.10117,-54.90936
32993,Vivo,PA,-8.8709722222222,-49.71775
32996,Vivo,PA,-0.15519444444444,-50.390916666667
32997,Vivo,PA,-6.22175,-57.764333333333
33001,TIM,PA,-1.445556,-48.426444
33360,TIM,PA,-1.363028,-48.407386
33724,TIM,PA,-1.3737111111111,-48.409822222222
33726,TIM,PA,-1.3687111111111,-48.383269444444
33757,Claro,PA,-1.7561111111111,-46.543608333333
33758,Claro,PA,-1.4297,-47.9105
33759,Claro,PA,-2.2722194444444,-46.971
33761,Claro,PA,-1.03946,-47.9085
33763,Claro,PA,-1.0779305555556,-46.9025
33776,TIM,PA,-6.055681,-49.893167
33814,Claro,PA,-2.4252777777778,-54.787497222222
33841,Claro,PA,-5.04759,-48.60001
33862,Claro,PA,-1.32288,-48.45
33864,Claro,PA,-1.47461,-48.46124
33914,TIM,PA,-5.3603333333333,-48.791727777778
33982,Vivo,PA,-2.9962416666667,-47.356266666667
34028,TIM,PA,-1.3626388888889,-47.307277777778
34029,TIM,PA,-1.4085,-51.646083333333
34035,TIM,PA,-0.79672222222222,-47.601138888889
34041,TIM,PA,-7.559,-49.703675
34140,Vivo,PA,-9.3383055555556,-54.962555555556
34182,Claro,PA,-5.3491666666667,-49.108055555556
34184,Vivo,PA,-1.4452777777778,-48.48222
34189,Vivo,PA,-1.27997,-47.92955
34190,Vivo,PA,-2.4229444444444,-54.728111111111
34196,Vivo,PA,-1.46139,-48.47056
34197,Vivo,PA,-1.36306,-48.43889
34403,Vivo,PA,-1.40222,-48.43
34421,Vivo,PA,-0.615,-47.35833
34422,Vivo,PA,-1.47194,-48.47806
34424,Vivo,PA,-2.4292055555556,-54.701886111111
34430,Vivo,PA,-3.1921111111111,-52.204888888889
34431,Vivo,PA,-5.3439444444444,-49.097055555556
34432,Vivo,PA,-5.3578055555556,-49.080944444444
34433,Vivo,PA,-5.39194,-49.14361
34434,Vivo,PA,-6.04694,-49.89444
34435,Vivo,PA,-6.08556,-49.88833
34436,Vivo,PA,-8.0328611111111,-50.030166666667
34437,Vivo,PA,-2.4278138888889,-54.712047222222
34438,Vivo,PA,-2.4578333333333,-54.7175
34468,Vivo,PA,-7.8298333333333,-50.045194444444
34519,Claro,PA,-1.3895388888889,-48.869147222222
34520,Claro,PA,-1.80284,-53.4788
34521,Claro,PA,-1.9301305555556,-47.050597222222
34522,Claro,PA,-1.01164,-48.9609
34528,Claro,PA,-0.89507,-47.0074
34529,Claro,PA,-1.19204,-47.3202
34655,Claro,PA,-0.71305,-47.69305
34862,Vivo,PA,-1.4133333333333,-48.4775
34863,Vivo,PA,-1.4464166666667,-48.45825
34866,Vivo,PA,-1.46278,-48.48583
34867,Vivo,PA,-1.45167,-48.48056
34868,Vivo,PA,-1.44389,-48.48778
34869,Vivo,PA,-1.39975,-48.474522222222
34870,Vivo,PA,-1.4680555555556,-48.454722222222
34871,Vivo,PA,-1.3508611111111,-48.388222222222
34872,Vivo,PA,-2.24556,-49.50028
34889,Vivo,PA,-3.83472,-49.67611
34971,Claro,PA,-6.057781,-49.885269
34978,Claro,PA,-3.8333333333333,-49.686458333333
35094,Vivo,PA,-6.4277777777778,-49.421388888889
35167,TIM,PA,-1.1980833333333,-47.171555555556
35168,TIM,PA,-1.2998888888889,-47.914305555556
35213,Claro,PA,-1.45,-48.48806
35305,Claro,PA,-2.981989,-47.348527
35412,Vivo,PA,-2.6375,-54.93667
35434,Vivo,PA,-4.45278,-49.11278
35435,Vivo,PA,-6.74778,-51.087777777778
35436,Vivo,PA,-6.5346388888889,-49.852388888889
35657,Vivo,PA,-2.47186,-54.72547
35658,Vivo,PA,-2.4497222222222,-54.728
35704,Vivo,PA,-1.4461694444444,-48.48945
35728,Claro,PA,-1.75447,-52.23283
35762,Vivo,PA,-1.3016111111111,-48.310166666667
35786,Vivo,PA,-8.25667,-49.26333
35787,Vivo,PA,-6.1038611111111,-49.374777777778
35788,Vivo,PA,-5.29472,-49.07417
35790,Vivo,PA,-1.93833,-54.73222
35850,Vivo,PA,-3.2158888888889,-52.238277777778
35906,Claro,PA,-1.44611,-48.489166666667
35917,Vivo,PA,-7.3481666666667,-50.410555555556
35918,Vivo,PA,-5.7015722222222,-48.404677777778
35919,Vivo,PA,-7.8101666666667,-50.765361111111
35920,Vivo,PA,-5.74444,-48.31611
35921,Vivo,PA,-4.7036111111111,-55.996805555556
35925,Vivo,PA,-6.0825,-49.78889
35960,Vivo,PA,-6.7551388888889,-51.139722222222
36062,Claro,PA,-2.51056,-54.95361
36064,Claro,PA,-1.46223,-48.4919
36066,Claro,PA,-1.39698,-48.87033
36068,Claro,PA,-1.43395,-48.46507
36069,Claro,PA,-2.4305555555556,-54.705277777778
36070,Claro,PA,-1.45187,-48.48085
36071,Claro,PA,-5.32944,-49.095555555556
36127,TIM,PA,-0.985028,-49.938889
36132,TIM,PA,-3.60611,-55.32944
36157,TIM,PA,-0.168676,-49.982015
36199,TIM,PA,-1.453917,-48.469194
36443,TIM,PA,-3.869528,-54.214917
36446,TIM,PA,-0.66676388888889,-49.173486111111
36459,TIM,PA,-2.63722,-54.93667
36495,Claro,PA,-1.34215,-48.467997222222
36535,Claro,PA,-1.37167,-48.40556
36646,Claro,PA,-1.367015,-48.352374
36647,Claro,PA,-1.33194,-48.41667
36648,Claro,PA,-1.44574,-48.48381
36650,Claro,PA,-1.34649,-48.3672
36651,Claro,PA,-1.45682,-48.49099
36665,Vivo,PA,-6.7507777777778,-51.174944444444
36687,Claro,PA,-5.35728,-49.082619444444
36689,Claro,PA,-1.4584,-48.4778
36695,Claro,PA,-1.380858,-48.362244
36707,Claro,PA,-1.37472,-48.45222
36737,Claro,PA,-1.34139,-48.39639
36874,TIM,PA,-1.438778,-48.468972
36875,TIM,PA,-1.443694,-48.459139
36876,TIM,PA,-1.433167,-48.455889
36910,Claro,PA,-1.421239,-48.464244
36911,Claro,PA,-1.3063,-48.481433
36912,Claro,PA,-1.303833,-48.470669
36925,Claro,PA,-1.438613,-48.48048
36926,Claro,PA,-1.42928,-48.47512
36927,Claro,PA,-5.3916777777778,-49.133766666667
36974,Vivo,PA,-1.44001,-48.46709
36977,Vivo,PA,-2.69056,-54.64222
36978,Vivo,PA,-6.0775277777778,-49.892527777778
36994,Claro,PA,-1.445817,-48.455928
36995,Claro,PA,-1.36196,-48.43496
36998,Claro,PA,-1.37439,-48.41675
36999,Claro,PA,-1.35728,-48.39383
37026,Vivo,PA,-1.3475,-48.45778
37055,Vivo,PA,-4.43889,-47.53528
37056,Vivo,PA,-2.45742,-54.70033
37057,Vivo,PA,-2.4259722222222,-54.740111111111
37058,Vivo,PA,-5.35,-49.09472
37059,Vivo,PA,-5.3316944444444,-49.108611111111
37060,Vivo,PA,-6.09278,-49.88833
37061,Vivo,PA,-8.0262305555556,-50.016630555556
37062,Vivo,PA,-7.09611,-49.93611
37079,Claro,PA,-5.3719583333333,-49.127869444444
37080,Vivo,PA,-1.89528,-55.5225
37126,Claro,PA,-1.417258,-48.472595
37154,Vivo,PA,-2.4233333333333,-54.70925
37155,Vivo,PA,-6.0655111111111,-49.909608333333
37156,Vivo,PA,-5.3255083333333,-49.098977777778
37159,Vivo,PA,-2.43528,-54.70361
37161,Vivo,PA,-1.89194,-48.76361
37163,Vivo,PA,-3.7839694444444,-49.570338888889
37164,Vivo,PA,-1.295,-47.94694
37166,Vivo,PA,-2.93,-48.94917
37169,Vivo,PA,-8.0324111111111,-50.045088888889
37170,Vivo,PA,-3.8333305555556,-49.100833333333
37171,Vivo,PA,-8.04325,-50.006277777778
37357,TIM,PA,-6.0811111111111,-49.908333333333
37358,TIM,PA,-6.073097,-49.904014
37359,TIM,PA,-6.6333888888889,-51.966722222222
37526,TIM,PA,-6.4602,-50.074419444444
37528,TIM,PA,-5.8021388888889,-50.514805555556
37529,TIM,PA,-5.21035,-49.044519444444
37530,TIM,PA,-5.925,-50.281611111111
37531,TIM,PA,-8.0313888888889,-50.0325
37532,TIM,PA,-9.3361666666667,-50.340666666667
37538,TIM,PA,-3.7658333333333,-49.673055555556
37539,TIM,PA,-3.8340277777778,-49.686555555556
37540,TIM,PA,-3.8349166666667,-49.676111111111
37619,Claro,PA,-1.4046,-48.44722
37643,TIM,PA,-1.2739166666667,-47.909472222222
37725,Vivo,PA,-6.05722,-49.88472
37731,Vivo,PA,-3.1861388888889,-52.213083333333
37732,Vivo,PA,-2.16222,-56.09722
37733,Vivo,PA,-1.99111,-54.08139
37734,Vivo,PA,-8.05056,-50.04361
37736,Vivo,PA,-3.75139,-49.66944
37737,Vivo,PA,-4.7788888888889,-48.07425
37738,Vivo,PA,-4.25583,-49.95722
37781,TIM,PA,-4.269528,-55.981917
37816,Vivo,PA,-2.68472,-55.17083
37818,Vivo,PA,-5.3893722222222,-49.12865
37834,Vivo,PA,-2.42778,-54.72
37838,TIM,PA,-1.358889,-48.453611
37841,TIM,PA,-1.71389,-48.88056
37849,Claro,PA,-1.9372277777778,-47.045686111111
37850,TIM,PA,-1.435389,-48.458667
37851,TIM,PA,-3.204722,-52.213333
37853,TIM,PA,-1.474861,-48.469833
37854,TIM,PA,-1.33806,-48.24472
37855,TIM,PA,-1.03722,-46.7725
37912,TIM,PA,-1.314167,-48.462806
37922,TIM,PA,-3.0153055555556,-47.353611111111
37923,TIM,PA,-4.28694,-47.55472
37924,TIM,PA,-2.4211111111111,-54.726388888889
37925,TIM,PA,-2.416972,-54.711694
37926,TIM,PA,-5.35,-49.08333
37978,Claro,PA,-2.267222,-46.973056
37979,Claro,PA,-1.7939055555556,-53.480186111111
37982,TIM,PA,-1.3741388888889,-48.363277777778
37986,TIM,PA,-1.338333,-48.420556
37988,Claro,PA,-1.440069,-48.448189
37991,TIM,PA,-1.42375,-48.477
37992,TIM,PA,-1.28333,-48.32139
37993,TIM,PA,-1.1848222222222,-47.180925
37994,TIM,PA,-1.1986388888889,-47.183888888889
38001,TIM,PA,-1.3572416666667,-48.393588888889
38002,TIM,PA,-1.7541777777778,-47.068891666667
38003,TIM,PA,-1.2846944444444,-47.913972222222
38004,TIM,PA,-6.75333,-51.06861
38005,TIM,PA,-4.253064,-55.989722
38006,TIM,PA,-6.04611,-49.88639
38007,TIM,PA,-4.27575,-56.0025
38008,TIM,PA,-1.9437138888889,-50.810947222222
38009,TIM,PA,-2.57667,-49.50781
38010,TIM,PA,-5.3287722222222,-49.096238888889
38011,TIM,PA,-5.36556,-49.11472
38012,TIM,PA,-1.3808611111111,-48.317527777778
38013,TIM,PA,-0.647778,-47.321944
38014,TIM,PA,-1.774167,-55.856389
38015,TIM,PA,-0.623639,-47.360833
38016,TIM,PA,-1.60556,-47.48253
38018,TIM,PA,-2.25306,-54.42111
38019,TIM,PA,-2.4483,-54.741430555556
38112,Vivo,PA,-0.85917,-52.54194
38116,Vivo,PA,-1.3800083333333,-48.438047222222
38137,Claro,PA,-1.01682,-48.96458
38146,TIM,PA,-1.337944,-48.28675
38147,TIM,PA,-1.1269444444444,-47.625277777778
38149,TIM,PA,-1.128389,-48.4465
38153,Vivo,PA,-1.4580416666667,-48.494983333333
38155,Vivo,PA,-1.7150555555556,-49.532444444444
38156,Vivo,PA,-5.3353055555556,-49.084777777778
38167,Vivo,PA,-4.24611,-55.99028
38168,Vivo,PA,-7.0972777777778,-49.955286111111
38243,TIM,PA,-1.468889,-48.500833
38268,TIM,PA,-1.4731361111111,-48.4847
38310,TIM,PA,-1.2075277777778,-47.389194444444
38315,TIM,PA,-1.466111,-48.458333
38316,TIM,PA,-1.368056,-48.354444
38317,TIM,PA,-6.0881805555556,-49.870944444444
38323,TIM,PA,-1.2956388888889,-47.935388888889
38324,TIM,PA,-1.1074444444444,-48.417647222222
38326,TIM,PA,-2.4525,-54.71278
38330,TIM,PA,-1.2041944444444,-46.139722222222
38332,TIM,PA,-1.3751944444444,-48.339027777778
38336,TIM,PA,-1.0588055555556,-46.775138888889
38337,TIM,PA,-2.14194,-49.29389
38339,TIM,PA,-6.075278,-49.896944
38344,TIM,PA,-3.755361,-49.66925
38346,TIM,PA,-1.442194,-48.447722
38347,TIM,PA,-1.380861,-48.369528
38349,TIM,PA,-1.4527777777778,-48.492777777778
38441,Vivo,PA,-3.2079277777778,-52.228427777778
38460,Vivo,PA,-8.2855833333333,-49.274305555556
38522,Vivo,PA,-2.13586,-47.55686
38523,Vivo,PA,-2.57333,-47.49667
38658,Vivo,PA,-3.20667,-52.20944
38659,Vivo,PA,-2.41972,-54.71806
38776,Claro,PA,-1.0816694444444,-46.908438888889
38937,Vivo,PA,-5.37167,-49.11917
38940,Vivo,PA,-2.4191666666667,-48.2425
38943,Vivo,PA,-1.7212916666667,-48.888175
38948,Vivo,PA,-1.52833,-48.68056
38951,Vivo,PA,-2.4486111111111,-54.741388888889
38952,Vivo,PA,-3.24667,-47.73722
38955,Vivo,PA,-0.94472,-47.12472
38956,Vivo,PA,-1.49528,-52.60333
38959,TIM,PA,-1.357694,-48.410694
38960,TIM,PA,-1.4020222222222,-48.462619444444
38961,TIM,PA,-1.371139,-48.442333
38962,TIM,PA,-1.5765444444444,-48.735472222222
38963,TIM,PA,-1.522325,-48.703711111111
38964,TIM,PA,-1.3535277777778,-47.5785
38972,TIM,PA,-6.07639,-49.85361
38973,TIM,PA,-6.069014,-49.902611
39110,TIM,PA,-1.3455,-48.396416666667
39114,TIM,PA,-1.355175,-48.364916666667
39273,TIM,PA,-1.446167,-48.489167
39276,TIM,PA,-2.9841388888889,-47.350416666667
39280,TIM,PA,-1.9995472222222,-54.069575
39287,TIM,PA,-1.4746388888889,-48.461194444444
39288,TIM,PA,-1.458333,-48.501944
39290,TIM,PA,-1.6774722222222,-50.474972222222
39294,TIM,PA,-1.468222,-48.454944
39298,TIM,PA,-9.3358333333333,-50.340555555556
39302,TIM,PA,-1.3676,-48.402322222222
39304,TIM,PA,-1.298167,-47.980722
39306,TIM,PA,-2.1627777777778,-56.093888888889
39310,TIM,PA,-5.3475277777778,-49.106138888889
39312,TIM,PA,-5.3751472222222,-49.129683333333
39313,TIM,PA,-6.5325277777778,-49.848055555556
39315,TIM,PA,-0.757528,-48.518889
39316,TIM,PA,-1.2989166666667,-48.1725
39317,TIM,PA,-8.2733555555556,-49.278072222222
39318,TIM,PA,-5.5419444444444,-48.731111111111
39319,TIM,PA,-4.10171,-54.907837
39324,TIM,PA,-5.35722,-49.0825
39326,TIM,PA,-1.342872,-48.363853
39327,TIM,PA,-1.335833,-48.401111
39331,TIM,PA,-1.454722,-48.449167
39333,TIM,PA,-1.348611,-48.468333
39334,TIM,PA,-1.3278055555556,-48.465027777778
39335,TIM,PA,-1.520556,-48.649167
39336,TIM,PA,-1.303083,-48.45725
39337,TIM,PA,-1.323889,-48.450278
39338,TIM,PA,-2.5563888888889,-47.496972222222
39340,TIM,PA,-1.153056,-48.468889
39342,TIM,PA,-1.3333333333333,-48.411891666667
39343,TIM,PA,-1.441361,-48.475847
39349,TIM,PA,-1.0639166666667,-46.766972222222
39353,TIM,PA,-1.731,-48.882083333333
39365,TIM,PA,-2.6398277777778,-54.937913888889
39366,TIM,PA,-1.954257,-54.739812
39367,TIM,PA,-1.0245,-46.639880555556
39389,TIM,PA,-1.3569444444444,-48.335055555556
39390,TIM,PA,-6.0624166666667,-49.889361111111
39391,TIM,PA,-1.28194,-47.94972
39392,TIM,PA,-1.3033333333333,-48.0575
39492,TIM,PA,-1.5294166666667,-52.577327777778
39493,TIM,PA,-1.388028,-48.430444
39494,TIM,PA,-1.372778,-48.418083
39495,TIM,PA,-1.3973222222222,-48.409266666667
39496,TIM,PA,-1.355306,-48.4425
39522,TIM,PA,-1.4275722222222,-48.451836111111
39523,TIM,PA,-2.2535472222222,-49.508633333333
39529,TIM,PA,-6.0406666666667,-49.894666666667
39736,Claro,PA,-6.11472,-50.00139
39803,TIM,PA,-9.336167,-50.340667
39805,TIM,PA,-3.772222,-49.673889
39810,TIM,PA,-1.3389166666667,-48.435930555556
39811,TIM,PA,-1.0976805555556,-48.406119444444
39812,TIM,PA,-1.253639,-48.454722
39813,TIM,PA,-1.405806,-48.483194
39815,TIM,PA,-1.330361,-48.3735
39818,TIM,PA,-1.463667,-48.474417
40020,TIM,PA,-3.212528,-52.233528
40021,TIM,PA,-1.421333,-48.464194
40027,TIM,PA,-1.3564694444444,-48.42475
40038,Claro,PA,-6.64028,-51.97528
40040,Claro,PA,-6.6432805555556,-51.9916
40071,TIM,PA,-1.406944,-48.39475
40073,TIM,PA,-3.8416944444444,-49.103055555556
40111,Claro,PA,-1.69147,-50.48075
40116,TIM,PA,-13.96361,-48.434583
40291,TIM,PA,-1.382694,-48.417389
40333,TIM,PA,-1.442389,-48.452839
40432,Claro,PA,-6.0681944444444,-50.069052777778
40433,Claro,PA,-1.68094,-50.47778
40470,Vivo,PA,-3.76556,-49.67
40479,Vivo,PA,-1.365,-48.41139
40480,Vivo,PA,-1.4251694444444,-48.471461111111
40481,Vivo,PA,-1.43361,-48.48889
40490,Vivo,PA,-1.3106472222222,-48.474816666667
40491,Vivo,PA,-1.27,-48.43778
40494,Vivo,PA,-2.51166,-56.17666
40495,Vivo,PA,-5.1333305555556,-48.808888888889
40515,TIM,PA,-1.456139,-48.4975
40517,TIM,PA,-1.266525,-48.472467
40540,Vivo,PA,-1.3575833333333,-48.420194444444
40549,Vivo,PA,-1.45806,-48.46028
40585,TIM,PA,-5.3701,-49.051252777778
40586,TIM,PA,-0.86352777777778,-48.130888888889
40587,TIM,PA,-3.834472,-49.676111
40657,Vivo,PA,-1.7686944444444,-55.861833333333
40659,Vivo,PA,-1.33111,-48.43667
40660,Vivo,PA,-3.2181666666667,-52.224777777778
40661,Vivo,PA,-1.46917,-48.49639
40741,TIM,PA,-3.1923888888889,-52.205166666667
40831,Vivo,PA,-1.3595,-48.450555555556
40870,Claro,PA,-7.1016888888889,-49.950908333333
40887,Vivo,PA,-1.3775388888889,-48.392255555556
41033,Claro,PA,-0.74267,-48.02338
41063,Claro,PA,-6.51923,-49.85178
41064,Claro,PA,-0.15911,-50.38683
41115,Claro,PA,-2.1541694444444,-56.0914
41117,Claro,PA,-0.67049,-49.17306
41122,Claro,PA,-6.80692,-50.48295
41331,TIM,PA,-5.7837805555556,-50.510961111111
41332,TIM,PA,-6.047,-50.147722222222
41333,TIM,PA,-5.2887666666667,-49.076477777778
41377,Claro,PA,-2.56177,-47.49844
41388,Claro,PA,-1.97311,-48.95369
41523,Vivo,PA,-6.56333,-51.09583
41525,Vivo,PA,-6.5728694444444,-51.161311111111
41581,Claro,PA,-5.1389305555556,-49.332838888889
41583,Claro,PA,-3.2135166666667,-52.226044444444
41584,Claro,PA,-6.537575,-49.855202777778
41587,Claro,PA,-9.34191,-50.32819
41598,TIM,PA,-0.82769444444444,-46.605777777778
41608,TIM,PA,-1.338361,-48.457806
41621,TIM,PA,-1.7319444444444,-48.857222222222
41623,TIM,PA,-1.3955138888889,-48.470941666667
41626,TIM,PA,-1.372806,-48.459722
41673,Claro,PA,-4.2523888888889,-49.947083333333
41735,TIM,PA,-3.822583,-49.674639
41802,Claro,PA,-0.16847,-49.98194
41817,TIM,PA,-3.7873888888889,-49.578805555556
41820,TIM,PA,-0.638422,-47.334597
41982,Claro,PA,-0.86333,-48.13083
41992,TIM,PA,-6.0975,-49.88917
42030,Vivo,PA,-1.32028,-48.43444
42031,Vivo,PA,-1.3747222222222,-48.451944444444
42034,Vivo,PA,-1.47389,-48.48778
42043,Vivo,PA,-1.3967222222222,-48.408588888889
42174,TIM,PA,-1.407478,-48.453886
42193,TIM,PA,-6.0959555555556,-49.599808333333
42195,TIM,PA,-0.631417,-47.647028
42349,Claro,PA,-3.19683,-52.18798
42350,Claro,PA,-6.0607305555556,-50.052780555556
42446,TIM,PA,-1.309472,-48.484472
42453,Claro,PA,-1.7608,-52.234867
42472,Vivo,PA,-1.45333,-48.49194
42497,Vivo,PA,-6.0951666666667,-49.848055555556
42502,Vivo,PA,-1.43472,-48.47694
42503,Vivo,PA,-1.4320305555556,-48.444838888889
42508,Vivo,PA,-1.3595638888889,-48.445572222222
42509,Vivo,PA,-1.275,-48.47444
42519,Vivo,PA,-2.19471,-48.80057
42522,Vivo,PA,-1.44,-48.44806
42557,Vivo,PA,-1.36686,-48.24119
42558,Vivo,PA,-1.40136,-48.49125
42652,TIM,PA,-6.1056666666667,-49.347361111111
42653,TIM,PA,-3.774833,-49.663694
42655,TIM,PA,-6.0973777777778,-49.609936111111
42675,TIM,PA,-0.612361,-47.369333
42712,TIM,PA,-1.455361,-48.490167
42756,Claro,PA,-1.45,-48.48806
